The output starts at 128 iterations of training and reports at each power of 2
2,0.09803921568627451,0.10392609699769054,0.0960735171261487,0.10973597359735973,0.18673218673218672,0.19317300232738557,0.307753164556962,0.3036858974358974
3,0.10702875399361023,0.11049723756906077,0.09869494290375204,0.08333333333333333,0.27203647416413373,0.27910685805422647,0.38893280632411065,0.4550561797752809
4,0.09858044164037855,0.10112359550561797,0.11211129296235679,0.09841269841269841,0.22362204724409449,0.47254575707154745,0.6027397260273972,0.5877342419080068
5,0.09424920127795527,0.11394422310756971,0.10588235294117647,0.15981012658227847,0.37012987012987014,0.6124513618677043,0.6985759493670886,0.7928153717627402
6,0.10182975338106603,0.1108433734939759,0.10626029654036244,0.2220447284345048,0.5486166007905139,0.6768707482993197,0.8125502815768303,0.8258064516129032
7,0.09561128526645768,0.11701244813278008,0.10828025477707007,0.2657728706624606,0.5385852090032154,0.762987012987013,0.8109375,0.84
8,0.1056,0.11513687600644122,0.10397553516819572,0.18524590163934426,0.5926829268292683,0.7671451355661882,0.8444266238973537,0.8661055853098699
9,0.10513833992094862,0.11686274509803922,0.10526315789473684,0.45063694267515925,0.7268292682926829,0.8375510204081633,0.8963022508038585,0.8886217948717948
10,0.10999225406661503,0.09861450692746536,0.17367168913560665,0.42776886035313,0.6791277258566978,0.8623924941360438,0.8606060606060606,0.8753076292042657
20,0.09558232931726908,0.17473338802296964,0.3851080864691753,0.5459770114942529,0.7556451612903226,0.8636363636363636,0.9003044140030442,0.9203470031545742
30,0.09743589743589744,0.20299500831946754,0.43686274509803924,0.545303408146301,0.7742461287693562,0.8734891216760677,0.8922558922558923,0.9219745222929936
40,0.08949416342412451,0.3126984126984127,0.4588045234248788,0.6514285714285715,0.8017446471054719,0.8853247794707297,0.909895414320193,0.9121676067687349
50,0.11735941320293398,0.24242424242424243,0.5448818897637795,0.6236378876781223,0.8381030253475061,0.8823051948051948,0.8984932593180016,0.9191919191919192
60,0.15175718849840256,0.31879460745440125,0.4967159277504105,0.6616719242902208,0.8139344262295082,0.8947791164658635,0.8735083532219571,0.9286300246103364
70,0.0952,0.25205930807248766,0.5474452554744526,0.6418527708850289,0.8418940609951846,0.8907496012759171,0.8994974874371859,0.9214703425229741
80,0.0914826498422713,0.2708333333333333,0.5915605095541401,0.6783719074221868,0.8238546603475514,0.8669833729216152,0.9071597167584579,0.9393203883495146
90,0.14800613496932516,0.21212121212121213,0.5965463108320251,0.6661290322580645,0.8359872611464968,0.8756345177664975,0.9136690647482014,0.9312549960031974
100,0.18867924528301888,0.2520944402132521,0.5975103734439834,0.6768342951360263,0.8369829683698297,0.8923841059602649,0.8974358974358975,0.9295987887963664
110,0.17803660565723795,0.21957040572792363,0.6113013698630136,0.6699266503667481,0.8380112269446672,0.8731401722787784,0.9115384615384615,0.919549477071601
