0,1,2,3,4,5,6
Deck A,Deck B,Different,Same,Jaccard,,
Bomberman,Painter,26.0,7.0,0.21212121212121213,"{""source"": ""Bomberman"", ""target"": ""Painter"", ""value"":0.21212121212121213},","{""source"": ""Bomberman"", ""target"": ""Painter"", ""value"":0.4605661864718383},"
Bomberman,Pikula,36.5,2.0,0.05194805194805195,"{""source"": ""Bomberman"", ""target"": ""Pikula"", ""value"":0.05194805194805195},","{""source"": ""Bomberman"", ""target"": ""Pikula"", ""value"":0.2279211529192759},"
Bomberman,Reanimator,34.16666666900001,0.0,0.0,"{""source"": ""Bomberman"", ""target"": ""Reanimator"", ""value"":0.0},","{""source"": ""Bomberman"", ""target"": ""Reanimator"", ""value"":0.0},"
Bomberman,Slivers,28.0,6.0,0.17647058823529413,"{""source"": ""Bomberman"", ""target"": ""Slivers"", ""value"":0.17647058823529413},","{""source"": ""Bomberman"", ""target"": ""Slivers"", ""value"":0.42008402520840293},"
Bomberman,Sneak & Show,30.307692309,4.538461538,0.1302428255906564,"{""source"": ""Bomberman"", ""target"": ""Sneak & Show"", ""value"":0.1302428255906564},","{""source"": ""Bomberman"", ""target"": ""Sneak & Show"", ""value"":0.3608917089525006},"
Bomberman,Stoneblade,36.3,1.6,0.04221635883905013,"{""source"": ""Bomberman"", ""target"": ""Stoneblade"", ""value"":0.04221635883905013},","{""source"": ""Bomberman"", ""target"": ""Stoneblade"", ""value"":0.20546619877500563},"
Bomberman,Storm,33.666666666,0.0,0.0,"{""source"": ""Bomberman"", ""target"": ""Storm"", ""value"":0.0},","{""source"": ""Bomberman"", ""target"": ""Storm"", ""value"":0.0},"
Bomberman,UR Delver,37.0,0.0,0.0,"{""source"": ""Bomberman"", ""target"": ""UR Delver"", ""value"":0.0},","{""source"": ""Bomberman"", ""target"": ""UR Delver"", ""value"":0.0},"
Bomberman,UWx Control,36.5,1.1875,0.03150912106135987,"{""source"": ""Bomberman"", ""target"": ""UWx Control"", ""value"":0.03150912106135987},","{""source"": ""Bomberman"", ""target"": ""UWx Control"", ""value"":0.17750808731255},"
Bomberman,Zombie Bombardment,39.0,0.0,0.0,"{""source"": ""Bomberman"", ""target"": ""Zombie Bombardment"", ""value"":0.0},","{""source"": ""Bomberman"", ""target"": ""Zombie Bombardment"", ""value"":0.0},"
BUG Midrange,Burn,39.5,0.0,0.0,"{""source"": ""BUG Midrange"", ""target"": ""Burn"", ""value"":0.0},","{""source"": ""BUG Midrange"", ""target"": ""Burn"", ""value"":0.0},"
BUG Midrange,Canadian Threshold,25.75,7.0,0.21374045801526717,"{""source"": ""BUG Midrange"", ""target"": ""Canadian Threshold"", ""value"":0.21374045801526717},","{""source"": ""BUG Midrange"", ""target"": ""Canadian Threshold"", ""value"":0.4623207306786785},"
BUG Midrange,Cloudpost Ramp,45.999999998999996,1.0,0.021276595745133547,"{""source"": ""BUG Midrange"", ""target"": ""Cloudpost Ramp"", ""value"":0.021276595745133547},","{""source"": ""BUG Midrange"", ""target"": ""Cloudpost Ramp"", ""value"":0.14586499149944632},"
BUG Midrange,Dark Depths,34.333333332,6.777777778999999,0.16486486489504015,"{""source"": ""BUG Midrange"", ""target"": ""Dark Depths"", ""value"":0.16486486489504015},","{""source"": ""BUG Midrange"", ""target"": ""Dark Depths"", ""value"":0.40603554634420885},"
BUG Midrange,Death and taxes,41.9,1.2000000000000002,0.027842227378190264,"{""source"": ""BUG Midrange"", ""target"": ""Death and taxes"", ""value"":0.027842227378190264},","{""source"": ""BUG Midrange"", ""target"": ""Death and taxes"", ""value"":0.16685990344654483},"
BUG Midrange,Death's Shadow,22.2,8.100000000000001,0.2673267326732674,"{""source"": ""BUG Midrange"", ""target"": ""Death's Shadow"", ""value"":0.2673267326732674},","{""source"": ""BUG Midrange"", ""target"": ""Death's Shadow"", ""value"":0.5170364906592836},"
BUG Midrange,Delver (Other),14.5,13.0,0.4727272727272727,"{""source"": ""BUG Midrange"", ""target"": ""Delver (Other)"", ""value"":0.4727272727272727},","{""source"": ""BUG Midrange"", ""target"": ""Delver (Other)"", ""value"":0.6875516509523286},"
BUG Midrange,Doomsday,18.0,9.0,0.3333333333333333,"{""source"": ""BUG Midrange"", ""target"": ""Doomsday"", ""value"":0.3333333333333333},","{""source"": ""BUG Midrange"", ""target"": ""Doomsday"", ""value"":0.5773502691896257},"
BUG Midrange,Dragon Stompy,39.166666667,0.0,0.0,"{""source"": ""BUG Midrange"", ""target"": ""Dragon Stompy"", ""value"":0.0},","{""source"": ""BUG Midrange"", ""target"": ""Dragon Stompy"", ""value"":0.0},"
BUG Midrange,Dredge,27.5,0.0,0.0,"{""source"": ""BUG Midrange"", ""target"": ""Dredge"", ""value"":0.0},","{""source"": ""BUG Midrange"", ""target"": ""Dredge"", ""value"":0.0},"
BUG Midrange,Eldrazi Aggro,45.6,0.5,0.010845986984815618,"{""source"": ""BUG Midrange"", ""target"": ""Eldrazi Aggro"", ""value"":0.010845986984815618},","{""source"": ""BUG Midrange"", ""target"": ""Eldrazi Aggro"", ""value"":0.10414406840917834},"
BUG Midrange,Elves,29.333333334,6.166666666999999,0.17370892019228987,"{""source"": ""BUG Midrange"", ""target"": ""Elves"", ""value"":0.17370892019228987},","{""source"": ""BUG Midrange"", ""target"": ""Elves"", ""value"":0.41678402103762313},"
BUG Midrange,Food Chain,8.0,16.5,0.673469387755102,"{""source"": ""BUG Midrange"", ""target"": ""Food Chain"", ""value"":0.673469387755102},","{""source"": ""BUG Midrange"", ""target"": ""Food Chain"", ""value"":0.8206518066482897},"
BUG Midrange,Goblins,43.0,0.5,0.011494252873563218,"{""source"": ""BUG Midrange"", ""target"": ""Goblins"", ""value"":0.011494252873563218},","{""source"": ""BUG Midrange"", ""target"": ""Goblins"", ""value"":0.10721125348377948},"
BUG Midrange,Grixis Control,26.125,7.5,0.22304832713754646,"{""source"": ""BUG Midrange"", ""target"": ""Grixis Control"", ""value"":0.22304832713754646},","{""source"": ""BUG Midrange"", ""target"": ""Grixis Control"", ""value"":0.47227992455486234},"
BUG Midrange,Grixis Delver,24.5,7.5,0.234375,"{""source"": ""BUG Midrange"", ""target"": ""Grixis Delver"", ""value"":0.234375},","{""source"": ""BUG Midrange"", ""target"": ""Grixis Delver"", ""value"":0.4841229182759271},"
BUG Midrange,Humans,41.0,0.5,0.012048192771084338,"{""source"": ""BUG Midrange"", ""target"": ""Humans"", ""value"":0.012048192771084338},","{""source"": ""BUG Midrange"", ""target"": ""Humans"", ""value"":0.10976425998969035},"
BUG Midrange,Infect,17.5,11.5,0.39655172413793105,"{""source"": ""BUG Midrange"", ""target"": ""Infect"", ""value"":0.39655172413793105},","{""source"": ""BUG Midrange"", ""target"": ""Infect"", ""value"":0.6297235299224025},"
BUG Midrange,Junk,31.0,6.0,0.16216216216216217,"{""source"": ""BUG Midrange"", ""target"": ""Junk"", ""value"":0.16216216216216217},","{""source"": ""BUG Midrange"", ""target"": ""Junk"", ""value"":0.4026936331284146},"
BUG Midrange,Lands,50.714285712999995,3.0,0.05585106383112409,"{""source"": ""BUG Midrange"", ""target"": ""Lands"", ""value"":0.05585106383112409},","{""source"": ""BUG Midrange"", ""target"": ""Lands"", ""value"":0.23632829672115882},"
BUG Midrange,Legacy Landstill,39.0,2.0,0.04878048780487805,"{""source"": ""BUG Midrange"", ""target"": ""Legacy Landstill"", ""value"":0.04878048780487805},","{""source"": ""BUG Midrange"", ""target"": ""Legacy Landstill"", ""value"":0.2208630521496931},"
BUG Midrange,LOAM,34.000000001000004,6.833333333000001,0.16734693876461476,"{""source"": ""BUG Midrange"", ""target"": ""LOAM"", ""value"":0.16734693876461476},","{""source"": ""BUG Midrange"", ""target"": ""LOAM"", ""value"":0.40908060179457884},"
BUG Midrange,Maverick,36.999999999,3.3333333329999997,0.08264462809364113,"{""source"": ""BUG Midrange"", ""target"": ""Maverick"", ""value"":0.08264462809364113},","{""source"": ""BUG Midrange"", ""target"": ""Maverick"", ""value"":0.2874797872784122},"
BUG Midrange,Merfolk,37.0,2.0,0.05128205128205128,"{""source"": ""BUG Midrange"", ""target"": ""Merfolk"", ""value"":0.05128205128205128},","{""source"": ""BUG Midrange"", ""target"": ""Merfolk"", ""value"":0.22645540682891915},"
BUG Midrange,MUD,43.5,0.5,0.011363636363636364,"{""source"": ""BUG Midrange"", ""target"": ""MUD"", ""value"":0.011363636363636364},","{""source"": ""BUG Midrange"", ""target"": ""MUD"", ""value"":0.10660035817780522},"
BUG Midrange,Nic Fit,29.999999999000003,7.999999999999999,0.21052631579501385,"{""source"": ""BUG Midrange"", ""target"": ""Nic Fit"", ""value"":0.21052631579501385},","{""source"": ""BUG Midrange"", ""target"": ""Nic Fit"", ""value"":0.45883146774716077},"
BUG Midrange,Painter,39.0,1.5,0.037037037037037035,"{""source"": ""BUG Midrange"", ""target"": ""Painter"", ""value"":0.037037037037037035},","{""source"": ""BUG Midrange"", ""target"": ""Painter"", ""value"":0.19245008972987526},"
BUG Midrange,Pikula,33.5,4.5,0.11842105263157894,"{""source"": ""BUG Midrange"", ""target"": ""Pikula"", ""value"":0.11842105263157894},","{""source"": ""BUG Midrange"", ""target"": ""Pikula"", ""value"":0.34412360080584264},"
BUG Midrange,Reanimator,28.166666669,4.0,0.12435233159719723,"{""source"": ""BUG Midrange"", ""target"": ""Reanimator"", ""value"":0.12435233159719723},","{""source"": ""BUG Midrange"", ""target"": ""Reanimator"", ""value"":0.3526362596177501},"
BUG Midrange,Slivers,42.0,0.0,0.0,"{""source"": ""BUG Midrange"", ""target"": ""Slivers"", ""value"":0.0},","{""source"": ""BUG Midrange"", ""target"": ""Slivers"", ""value"":0.0},"
BUG Midrange,Sneak & Show,32.307692306999996,4.538461539,0.12317327767692346,"{""source"": ""BUG Midrange"", ""target"": ""Sneak & Show"", ""value"":0.12317327767692346},","{""source"": ""BUG Midrange"", ""target"": ""Sneak & Show"", ""value"":0.3509605072895289},"
BUG Midrange,Stoneblade,30.100000000000005,5.7,0.1592178770949721,"{""source"": ""BUG Midrange"", ""target"": ""Stoneblade"", ""value"":0.1592178770949721},","{""source"": ""BUG Midrange"", ""target"": ""Stoneblade"", ""value"":0.39902114868133504},"
BUG Midrange,Storm,15.222222222,10.222222222000001,0.40174672488911356,"{""source"": ""BUG Midrange"", ""target"": ""Storm"", ""value"":0.40174672488911356},","{""source"": ""BUG Midrange"", ""target"": ""Storm"", ""value"":0.6338349350494288},"
BUG Midrange,UR Delver,28.599999999999998,5.2,0.15384615384615385,"{""source"": ""BUG Midrange"", ""target"": ""UR Delver"", ""value"":0.15384615384615385},","{""source"": ""BUG Midrange"", ""target"": ""UR Delver"", ""value"":0.3922322702763681},"
BUG Midrange,UWx Control,31.0,4.9375,0.1373913043478261,"{""source"": ""BUG Midrange"", ""target"": ""UWx Control"", ""value"":0.1373913043478261},","{""source"": ""BUG Midrange"", ""target"": ""UWx Control"", ""value"":0.3706633301903846},"
BUG Midrange,Zombie Bombardment,28.0,6.5,0.18840579710144928,"{""source"": ""BUG Midrange"", ""target"": ""Zombie Bombardment"", ""value"":0.18840579710144928},","{""source"": ""BUG Midrange"", ""target"": ""Zombie Bombardment"", ""value"":0.4340573661412156},"
Burn,Canadian Threshold,35.25,1.0,0.027586206896551724,"{""source"": ""Burn"", ""target"": ""Canadian Threshold"", ""value"":0.027586206896551724},","{""source"": ""Burn"", ""target"": ""Canadian Threshold"", ""value"":0.16609095970747995},"
Burn,Cloudpost Ramp,45.499999998999996,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Cloudpost Ramp"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Cloudpost Ramp"", ""value"":0.0},"
Burn,Dark Depths,45.388888890000004,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Dark Depths"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Dark Depths"", ""value"":0.0},"
Burn,Death and taxes,41.8,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Death and taxes"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Death and taxes"", ""value"":0.0},"
Burn,Death's Shadow,32.699999999999996,1.6,0.046647230320699715,"{""source"": ""Burn"", ""target"": ""Death's Shadow"", ""value"":0.046647230320699715},","{""source"": ""Burn"", ""target"": ""Death's Shadow"", ""value"":0.21597969886241558},"
Burn,Delver (Other),38.0,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Delver (Other)"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Delver (Other)"", ""value"":0.0},"
Burn,Doomsday,30.166666666,1.6666666669999999,0.05235602095342781,"{""source"": ""Burn"", ""target"": ""Doomsday"", ""value"":0.05235602095342781},","{""source"": ""Burn"", ""target"": ""Doomsday"", ""value"":0.22881438100221718},"
Burn,Dragon Stompy,17.333333333,9.666666667000001,0.3580246913703704,"{""source"": ""Burn"", ""target"": ""Dragon Stompy"", ""value"":0.3580246913703704},","{""source"": ""Burn"", ""target"": ""Dragon Stompy"", ""value"":0.5983516452474835},"
Burn,Dredge,25.0,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Dredge"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Dredge"", ""value"":0.0},"
Burn,Eldrazi Aggro,44.1,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Eldrazi Aggro"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Eldrazi Aggro"", ""value"":0.0},"
Burn,Elves,36.50000000200001,1.333333333,0.035242290738535575,"{""source"": ""Burn"", ""target"": ""Elves"", ""value"":0.035242290738535575},","{""source"": ""Burn"", ""target"": ""Elves"", ""value"":0.18772930175797164},"
Burn,Food Chain,38.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Food Chain"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Food Chain"", ""value"":0.0},"
Burn,Goblins,23.5,9.0,0.27692307692307694,"{""source"": ""Burn"", ""target"": ""Goblins"", ""value"":0.27692307692307694},","{""source"": ""Burn"", ""target"": ""Goblins"", ""value"":0.5262348115842176},"
Burn,Grixis Control,34.625,2.0,0.05460750853242321,"{""source"": ""Burn"", ""target"": ""Grixis Control"", ""value"":0.05460750853242321},","{""source"": ""Burn"", ""target"": ""Grixis Control"", ""value"":0.2336824951347944},"
Burn,Grixis Delver,34.833333334,1.0833333330000001,0.030162412983478774,"{""source"": ""Burn"", ""target"": ""Grixis Delver"", ""value"":0.030162412983478774},","{""source"": ""Burn"", ""target"": ""Grixis Delver"", ""value"":0.17367329381191218},"
Burn,Humans,39.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Humans"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Humans"", ""value"":0.0},"
Burn,Infect,38.0,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Infect"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Infect"", ""value"":0.0},"
Burn,Junk,40.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Junk"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Junk"", ""value"":0.0},"
Burn,Lands,51.499999998999996,1.357142857,0.02567567567352812,"{""source"": ""Burn"", ""target"": ""Lands"", ""value"":0.02567567567352812},","{""source"": ""Burn"", ""target"": ""Lands"", ""value"":0.1602363119693165},"
Burn,Legacy Landstill,37.833333334,1.3333333330000001,0.034042553182689,"{""source"": ""Burn"", ""target"": ""Legacy Landstill"", ""value"":0.034042553182689},","{""source"": ""Burn"", ""target"": ""Legacy Landstill"", ""value"":0.1845062415819286},"
Burn,LOAM,45.166666667,0.0,0.0,"{""source"": ""Burn"", ""target"": ""LOAM"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""LOAM"", ""value"":0.0},"
Burn,Maverick,37.833333331,1.6666666669999999,0.042194092837579446,"{""source"": ""Burn"", ""target"": ""Maverick"", ""value"":0.042194092837579446},","{""source"": ""Burn"", ""target"": ""Maverick"", ""value"":0.20541200753018177},"
Burn,Merfolk,38.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Merfolk"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Merfolk"", ""value"":0.0},"
Burn,MUD,42.0,0.0,0.0,"{""source"": ""Burn"", ""target"": ""MUD"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""MUD"", ""value"":0.0},"
Burn,Nic Fit,43.499999998999996,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Nic Fit"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Nic Fit"", ""value"":0.0},"
Burn,Painter,39.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Painter"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Painter"", ""value"":0.0},"
Burn,Pikula,39.0,0.5,0.012658227848101266,"{""source"": ""Burn"", ""target"": ""Pikula"", ""value"":0.012658227848101266},","{""source"": ""Burn"", ""target"": ""Pikula"", ""value"":0.1125087900926024},"
Burn,Reanimator,29.666666667,2.0000000009999996,0.06315789476576177,"{""source"": ""Burn"", ""target"": ""Reanimator"", ""value"":0.06315789476576177},","{""source"": ""Burn"", ""target"": ""Reanimator"", ""value"":0.25131234503255456},"
Burn,Slivers,39.5,0.0,0.0,"{""source"": ""Burn"", ""target"": ""Slivers"", ""value"":0.0},","{""source"": ""Burn"", ""target"": ""Slivers"", ""value"":0.0},"
Burn,Sneak & Show,36.833333335000006,1.025641025,0.02709109378524643,"{""source"": ""Burn"", ""target"": ""Sneak & Show"", ""value"":0.02709109378524643},","{""source"": ""Burn"", ""target"": ""Sneak & Show"", ""value"":0.1645937234078093},"
Burn,Stoneblade,37.533333334000005,0.733333333,0.019163763057324354,"{""source"": ""Burn"", ""target"": ""Stoneblade"", ""value"":0.019163763057324354},","{""source"": ""Burn"", ""target"": ""Stoneblade"", ""value"":0.1384332440468125},"
Burn,Storm,30.5,1.333333333,0.041884816743894084,"{""source"": ""Burn"", ""target"": ""Storm"", ""value"":0.041884816743894084},","{""source"": ""Burn"", ""target"": ""Storm"", ""value"":0.20465780401414962},"
Burn,UR Delver,32.03333333399999,2.233333333,0.06517509726590297,"{""source"": ""Burn"", ""target"": ""UR Delver"", ""value"":0.06517509726590297},","{""source"": ""Burn"", ""target"": ""UR Delver"", ""value"":0.2552941387221864},"
Burn,UWx Control,36.208333334,1.0833333330000001,0.029050279320410727,"{""source"": ""Burn"", ""target"": ""UWx Control"", ""value"":0.029050279320410727},","{""source"": ""Burn"", ""target"": ""UWx Control"", ""value"":0.17044142489550693},"
Burn,Zombie Bombardment,35.166666666,1.6666666669999999,0.04524886878773981,"{""source"": ""Burn"", ""target"": ""Zombie Bombardment"", ""value"":0.04524886878773981},","{""source"": ""Burn"", ""target"": ""Zombie Bombardment"", ""value"":0.21271781492799283},"
Canadian Threshold,Cloudpost Ramp,45.749999998999996,0.0,0.0,"{""source"": ""Canadian Threshold"", ""target"": ""Cloudpost Ramp"", ""value"":0.0},","{""source"": ""Canadian Threshold"", ""target"": ""Cloudpost Ramp"", ""value"":0.0},"
Canadian Threshold,Dark Depths,41.861111112,1.888888889,0.04317460317615601,"{""source"": ""Canadian Threshold"", ""target"": ""Dark Depths"", ""value"":0.04317460317615601},","{""source"": ""Canadian Threshold"", ""target"": ""Dark Depths"", ""value"":0.20778499266346454},"
Canadian Threshold,Death and taxes,34.050000000000004,4.0,0.10512483574244413,"{""source"": ""Canadian Threshold"", ""target"": ""Death and taxes"", ""value"":0.10512483574244413},","{""source"": ""Canadian Threshold"", ""target"": ""Death and taxes"", ""value"":0.32422960343319074},"
Canadian Threshold,Death's Shadow,19.849999999999998,8.15,0.2910714285714286,"{""source"": ""Canadian Threshold"", ""target"": ""Death's Shadow"", ""value"":0.2910714285714286},","{""source"": ""Canadian Threshold"", ""target"": ""Death's Shadow"", ""value"":0.5395103600223341},"
Canadian Threshold,Delver (Other),17.75,10.25,0.36607142857142855,"{""source"": ""Canadian Threshold"", ""target"": ""Delver (Other)"", ""value"":0.36607142857142855},","{""source"": ""Canadian Threshold"", ""target"": ""Delver (Other)"", ""value"":0.6050383695034791},"
Canadian Threshold,Doomsday,23.25,5.25,0.18421052631578946,"{""source"": ""Canadian Threshold"", ""target"": ""Doomsday"", ""value"":0.18421052631578946},","{""source"": ""Canadian Threshold"", ""target"": ""Doomsday"", ""value"":0.42919753763947605},"
Canadian Threshold,Dragon Stompy,36.916666667,0.0,0.0,"{""source"": ""Canadian Threshold"", ""target"": ""Dragon Stompy"", ""value"":0.0},","{""source"": ""Canadian Threshold"", ""target"": ""Dragon Stompy"", ""value"":0.0},"
Canadian Threshold,Dredge,25.25,0.0,0.0,"{""source"": ""Canadian Threshold"", ""target"": ""Dredge"", ""value"":0.0},","{""source"": ""Canadian Threshold"", ""target"": ""Dredge"", ""value"":0.0},"
Canadian Threshold,Eldrazi Aggro,39.55,2.4,0.05721096543504172,"{""source"": ""Canadian Threshold"", ""target"": ""Eldrazi Aggro"", ""value"":0.05721096543504172},","{""source"": ""Canadian Threshold"", ""target"": ""Eldrazi Aggro"", ""value"":0.23918813815706189},"
Canadian Threshold,Elves,34.916666668000005,2.25,0.06053811658975647,"{""source"": ""Canadian Threshold"", ""target"": ""Elves"", ""value"":0.06053811658975647},","{""source"": ""Canadian Threshold"", ""target"": ""Elves"", ""value"":0.24604494831180027},"
Canadian Threshold,Food Chain,26.25,6.25,0.19230769230769232,"{""source"": ""Canadian Threshold"", ""target"": ""Food Chain"", ""value"":0.19230769230769232},","{""source"": ""Canadian Threshold"", ""target"": ""Food Chain"", ""value"":0.4385290096535146},"
Canadian Threshold,Goblins,32.75,4.5,0.12080536912751678,"{""source"": ""Canadian Threshold"", ""target"": ""Goblins"", ""value"":0.12080536912751678},","{""source"": ""Canadian Threshold"", ""target"": ""Goblins"", ""value"":0.34757066781809537},"
Canadian Threshold,Grixis Control,28.875,5.0,0.14760147601476015,"{""source"": ""Canadian Threshold"", ""target"": ""Grixis Control"", ""value"":0.14760147601476015},","{""source"": ""Canadian Threshold"", ""target"": ""Grixis Control"", ""value"":0.3841893751976493},"
Canadian Threshold,Grixis Delver,12.75,12.25,0.49,"{""source"": ""Canadian Threshold"", ""target"": ""Grixis Delver"", ""value"":0.49},","{""source"": ""Canadian Threshold"", ""target"": ""Grixis Delver"", ""value"":0.7},"
Canadian Threshold,Humans,31.75,4.0,0.11188811188811189,"{""source"": ""Canadian Threshold"", ""target"": ""Humans"", ""value"":0.11188811188811189},","{""source"": ""Canadian Threshold"", ""target"": ""Humans"", ""value"":0.3344968040028363},"
Canadian Threshold,Infect,30.25,4.0,0.11678832116788321,"{""source"": ""Canadian Threshold"", ""target"": ""Infect"", ""value"":0.11678832116788321},","{""source"": ""Canadian Threshold"", ""target"": ""Infect"", ""value"":0.3417430630867044},"
Canadian Threshold,Junk,32.75,4.0,0.10884353741496598,"{""source"": ""Canadian Threshold"", ""target"": ""Junk"", ""value"":0.10884353741496598},","{""source"": ""Canadian Threshold"", ""target"": ""Junk"", ""value"":0.329914439536929},"
Canadian Threshold,Lands,43.178571426999994,5.6428571430000005,0.11558156547814433,"{""source"": ""Canadian Threshold"", ""target"": ""Lands"", ""value"":0.11558156547814433},","{""source"": ""Canadian Threshold"", ""target"": ""Lands"", ""value"":0.33997288932817027},"
Canadian Threshold,Legacy Landstill,34.75,3.0,0.07947019867549669,"{""source"": ""Canadian Threshold"", ""target"": ""Legacy Landstill"", ""value"":0.07947019867549669},","{""source"": ""Canadian Threshold"", ""target"": ""Legacy Landstill"", ""value"":0.28190459144096375},"
Canadian Threshold,LOAM,35.916666667,4.75,0.11680327868756718,"{""source"": ""Canadian Threshold"", ""target"": ""LOAM"", ""value"":0.11680327868756718},","{""source"": ""Canadian Threshold"", ""target"": ""LOAM"", ""value"":0.3417649465459663},"
Canadian Threshold,Maverick,31.916666665,4.75,0.12954545455134298,"{""source"": ""Canadian Threshold"", ""target"": ""Maverick"", ""value"":0.12954545455134298},","{""source"": ""Canadian Threshold"", ""target"": ""Maverick"", ""value"":0.35992423445961924},"
Canadian Threshold,Merfolk,35.75,1.5,0.040268456375838924,"{""source"": ""Canadian Threshold"", ""target"": ""Merfolk"", ""value"":0.040268456375838924},","{""source"": ""Canadian Threshold"", ""target"": ""Merfolk"", ""value"":0.20067001862719533},"
Canadian Threshold,MUD,35.25,3.5,0.09032258064516129,"{""source"": ""Canadian Threshold"", ""target"": ""MUD"", ""value"":0.09032258064516129},","{""source"": ""Canadian Threshold"", ""target"": ""MUD"", ""value"":0.30053715351876426},"
Canadian Threshold,Nic Fit,42.416666665,0.666666667,0.015473887822529174,"{""source"": ""Canadian Threshold"", ""target"": ""Nic Fit"", ""value"":0.015473887822529174},","{""source"": ""Canadian Threshold"", ""target"": ""Nic Fit"", ""value"":0.12439408274724796},"
Canadian Threshold,Painter,39.75,0.0,0.0,"{""source"": ""Canadian Threshold"", ""target"": ""Painter"", ""value"":0.0},","{""source"": ""Canadian Threshold"", ""target"": ""Painter"", ""value"":0.0},"
Canadian Threshold,Pikula,33.25,3.5,0.09523809523809523,"{""source"": ""Canadian Threshold"", ""target"": ""Pikula"", ""value"":0.09523809523809523},","{""source"": ""Canadian Threshold"", ""target"": ""Pikula"", ""value"":0.3086066999241838},"
Canadian Threshold,Reanimator,29.583333335,2.166666667,0.06824146982247298,"{""source"": ""Canadian Threshold"", ""target"": ""Reanimator"", ""value"":0.06824146982247298},","{""source"": ""Canadian Threshold"", ""target"": ""Reanimator"", ""value"":0.2612306831566173},"
Canadian Threshold,Slivers,39.75,0.0,0.0,"{""source"": ""Canadian Threshold"", ""target"": ""Slivers"", ""value"":0.0},","{""source"": ""Canadian Threshold"", ""target"": ""Slivers"", ""value"":0.0},"
Canadian Threshold,Sneak & Show,24.942307693,7.096153846,0.22148859542965083,"{""source"": ""Canadian Threshold"", ""target"": ""Sneak & Show"", ""value"":0.22148859542965083},","{""source"": ""Canadian Threshold"", ""target"": ""Sneak & Show"", ""value"":0.47062574879584607},"
Canadian Threshold,Stoneblade,23.049999999999997,8.1,0.26003210272873195,"{""source"": ""Canadian Threshold"", ""target"": ""Stoneblade"", ""value"":0.26003210272873195},","{""source"": ""Canadian Threshold"", ""target"": ""Stoneblade"", ""value"":0.5099334297030662},"
Canadian Threshold,Storm,22.472222222,5.472222221999999,0.19582504969695147,"{""source"": ""Canadian Threshold"", ""target"": ""Storm"", ""value"":0.19582504969695147},","{""source"": ""Canadian Threshold"", ""target"": ""Storm"", ""value"":0.44252124208556526},"
Canadian Threshold,UR Delver,15.45,10.65,0.40804597701149425,"{""source"": ""Canadian Threshold"", ""target"": ""UR Delver"", ""value"":0.40804597701149425},","{""source"": ""Canadian Threshold"", ""target"": ""UR Delver"", ""value"":0.6387847657947818},"
Canadian Threshold,UWx Control,25.875,6.375,0.19767441860465115,"{""source"": ""Canadian Threshold"", ""target"": ""UWx Control"", ""value"":0.19767441860465115},","{""source"": ""Canadian Threshold"", ""target"": ""UWx Control"", ""value"":0.44460591382105025},"
Canadian Threshold,Zombie Bombardment,33.25,2.75,0.0763888888888889,"{""source"": ""Canadian Threshold"", ""target"": ""Zombie Bombardment"", ""value"":0.0763888888888889},","{""source"": ""Canadian Threshold"", ""target"": ""Zombie Bombardment"", ""value"":0.27638539919628335},"
Cloudpost Ramp,Dark Depths,44.999999999,4.444444444999999,0.08988764046148212,"{""source"": ""Cloudpost Ramp"", ""target"": ""Dark Depths"", ""value"":0.08988764046148212},","{""source"": ""Cloudpost Ramp"", ""target"": ""Dark Depths"", ""value"":0.29981267561843034},"
Cloudpost Ramp,Death and taxes,47.033333333,1.633333333,0.03356164382922687,"{""source"": ""Cloudpost Ramp"", ""target"": ""Death and taxes"", ""value"":0.03356164382922687},","{""source"": ""Cloudpost Ramp"", ""target"": ""Death and taxes"", ""value"":0.18319837288913587},"
